hid,pid,person_number,age,sex
61866,144241,3,15,2
61866,144242,4,14,2
61866,144243,5,5,1
61867,144244,1,65,1
61868,144245,1,37,1
61868,144246,2,4,1
61868,144247,3,14,1
61868,144248,4,38,2
61869,144249,1,82,1
61869,144250,2,78,2
61870,144251,1,61,2
61870,144252,2,88,2
61871,144253,1,45,2
61871,144254,2,46,1
61872,144255,1,53,1
61872,144256,2,47,2
61872,144257,3,22,1
61873,144258,1,39,2
61873,144259,2,13,1
61873,144260,3,13,1
61873,144261,4,12,2
61873,144262,5,38,1
61874,144263,1,80,2
61875,144264,1,51,1
61875,144265,2,58,2
61876,144266,1,72,1
61876,144267,2,75,2
61877,144268,1,52,2
61877,144269,2,44,1
61877,144270,3,14,2
61877,144271,4,9,2
61877,144272,5,6,2
61877,144273,6,4,2
61878,144274,1,53,1
61878,144275,2,7,1
61879,144276,1,52,2
61879,144277,2,56,1
61880,144278,1,33,2
61880,144279,2,34,1
61880,144280,3,2,2
61881,144281,1,44,1
61881,144282,2,43,2
61881,144283,3,21,1
61881,144284,4,17,1
61881,144285,5,13,2
61881,144286,6,9,1
61882,144287,1,79,1
61883,144288,1,64,1
61883,144289,2,66,2
61884,144290,1,85,2
61885,144291,1,67,1
61885,144292,2,67,2
61886,144293,1,62,1
61887,144294,1,32,2
61887,144295,2,10,2
61887,144296,3,2,2
61887,144297,4,1,1
61887,144298,5,25,1
61888,144299,1,30,1
61888,144300,2,30,2
61888,144301,3,11,2
61888,144302,4,10,2
61888,144303,5,3,1
61889,144304,1,58,1
61889,144305,2,58,2
61890,144306,1,30,1
61890,144307,2,27,2
61890,144308,3,1,2
61891,144309,1,73,1
61891,144310,2,69,2
61892,144311,1,47,1
61892,144312,2,43,2
61892,144313,3,15,1
61892,144314,4,15,1
61892,144315,5,10,1
61892,144316,6,6,2
61893,144317,1,62,2
61893,144318,2,64,1
61894,144319,1,72,1
61894,144320,2,75,2
61895,144321,1,60,1
61895,144322,2,54,2
61896,144323,1,36,1
61896,144324,2,36,2
61896,144325,3,14,2
61896,144326,4,11,2
61896,144327,5,8,2
61897,144328,1,43,2
61897,144329,2,45,1
61898,144330,1,48,1
61899,144331,1,59,2
61899,144332,2,71,1
61900,144333,1,51,2
61900,144334,2,14,1
61901,144335,1,42,2
61901,144336,2,45,1
61901,144337,3,12,1
61901,144338,4,6,2
61901,144339,5,51,1
61902,144340,1,37,2
61902,144341,2,37,1
61902,144342,3,11,1
61902,144343,4,10,2
61902,144344,5,8,2
61902,144345,6,10,1
61903,144346,1,63,1
61903,144347,2,61,2
61903,144348,3,3,2
61904,144349,1,28,1
61904,144350,2,26,2
61904,144351,3,4,1
61904,144352,4,1,2
61904,144353,5,52,1
61905,144354,1,40,2
61905,144355,2,58,1
61905,144356,3,24,2
61905,144357,4,19,1
61905,144358,5,16,1
61906,144359,1,38,2
61906,144360,2,12,1
61906,144361,3,10,2
61906,144362,4,20,2
61906,144363,5,50,1
61907,144364,1,47,1
61907,144365,2,42,2
61908,144366,1,54,2
61908,144367,2,61,1
61908,144368,3,12,2
61908,144369,4,10,1
61909,144370,1,88,2
61909,144371,2,93,1
61910,144372,1,52,1
61911,144373,1,49,2
61912,144374,1,36,2
61912,144375,2,35,1
61912,144376,3,9,1
61912,144377,4,7,1
61912,144378,5,80,2
61913,144379,1,45,2
61913,144380,2,47,1
61913,144381,3,24,1
61913,144382,4,22,2
61913,144383,5,22,2
61914,144384,1,57,2
61915,144385,1,41,1
61915,144386,2,38,2
61915,144387,3,12,1
61915,144388,4,9,1
61915,144389,5,8,2
61915,144390,6,2,1
61916,144391,1,80,1
61916,144392,2,76,2
61917,144393,1,59,1
61917,144394,2,62,2
61918,144395,1,46,2
61918,144396,2,50,1
61918,144397,3,14,1
61918,144398,4,12,1
61919,144399,1,56,2
61919,144400,2,30,1
61920,144401,1,61,2
61920,144402,2,63,1
61921,144403,1,54,2
61921,144404,2,71,1
61922,144405,1,56,1
61922,144406,2,55,2
61923,144407,1,59,2
61923,144408,2,59,1
61924,144409,1,38,2
61924,144410,2,40,1
61924,144411,3,7,1
61924,144412,4,15,1
61924,144413,5,11,2
61925,144414,1,28,1
61926,144415,1,55,2
61926,144416,2,71,1
61927,144417,1,73,1
61927,144418,2,75,2
61928,144419,1,55,2
61928,144420,2,55,1
61929,144421,1,75,2
61930,144422,1,51,2
61930,144423,2,58,1
61930,144424,3,31,1
61930,144425,4,17,2
61930,144426,5,11,2
61931,144427,1,56,1
61931,144428,2,54,2
61932,144429,1,41,1
61932,144430,2,15,2
61932,144431,3,11,1
61933,144432,1,54,1
61933,144433,2,59,2
61934,144434,1,63,1
61935,144435,1,72,1
61935,144436,2,68,2
61936,144437,1,45,2
61936,144438,2,53,1
61936,144439,3,21,2
61937,144440,1,41,2
61937,144441,2,19,2
61937,144442,3,61,2
61938,144443,1,59,1
61938,144444,2,63,2
61939,144445,1,68,2
61939,144446,2,36,2
61939,144447,3,13,2
61940,144448,1,41,1
61940,144449,2,38,2
61940,144450,3,12,1
61940,144451,4,9,1
61940,144452,5,8,2
61940,144453,6,2,1
61941,144454,1,28,1
61941,144455,2,26,2
61941,144456,3,4,1
61941,144457,4,1,2
61941,144458,5,52,1
61942,144459,1,37,2
61942,144460,2,38,1
61942,144461,3,6,2
61942,144462,4,4,1
61943,144463,1,51,1
61943,144464,2,62,2
61944,144465,1,53,2
61944,144466,2,58,1
61945,144467,1,67,1
61945,144468,2,67,2
61946,144469,1,41,1
61946,144470,2,38,2
61946,144471,3,12,1
61946,144472,4,9,1
61946,144473,5,8,2
61946,144474,6,2,1
61947,144475,1,44,2
61947,144476,2,43,1
61947,144477,3,22,2
61947,144478,4,19,1
61947,144479,5,24,1
61947,144480,6,67,1
61948,144481,1,38,1
61948,144482,2,32,2
61948,144483,3,12,2
61948,144484,4,7,1
61948,144485,5,16,2
61949,144486,1,67,2
61949,144487,2,61,1
61950,144488,1,52,2
61950,144489,2,42,1
61950,144490,3,20,2
61950,144491,4,16,2
61950,144492,5,11,2
61951,144493,1,58,2
61952,144494,1,75,2
61952,144495,2,44,1
61953,144496,1,29,1
61953,144497,2,31,1
61953,144498,3,27,1
61953,144499,4,26,1
61953,144500,5,21,2
61954,144501,1,36,1
61955,144502,1,57,1
61955,144503,2,52,2
61956,144504,1,60,2
61956,144505,2,60,1
61957,144506,1,60,1
61957,144507,2,52,2
61957,144508,3,30,1
61957,144509,4,2,1
61957,144510,5,30,2
61958,144511,1,88,1
61958,144512,2,70,2
61959,144513,1,69,2
61960,144514,1,31,2
61960,144515,2,39,1
61960,144516,3,7,2
61960,144517,4,17,1
61960,144518,5,15,1
61961,144519,1,57,1
61961,144520,2,27,2
61961,144521,3,26,2
61961,144522,4,24,2
61961,144523,5,0,2
61961,144524,6,30,1
61962,144525,1,49,2
61962,144526,2,26,2
61962,144527,3,7,2
61962,144528,4,4,2
61962,144529,5,24,1
61963,144530,1,31,2
61963,144531,2,39,1
61963,144532,3,7,2
61963,144533,4,17,1
61963,144534,5,15,1
61964,144535,1,57,1
61964,144536,2,27,2
61964,144537,3,26,2
61964,144538,4,24,2
61964,144539,5,0,2
61964,144540,6,30,1
61965,144541,1,61,1
61966,144542,1,34,2
61966,144543,2,4,1
61966,144544,3,1,1
61966,144545,4,27,1
61967,144546,1,61,1
61968,144547,1,52,1
61968,144548,2,56,2
61968,144549,3,22,1
61968,144550,4,21,2
61969,144551,1,69,1
61970,144552,1,44,1
61970,144553,2,10,1
61970,144554,3,1,1
61971,144555,1,41,1
61971,144556,2,43,2
61971,144557,3,16,1
61971,144558,4,11,2
61971,144559,5,21,1
61972,144560,1,61,2
61972,144561,2,39,2
61972,144562,3,15,2
61972,144563,4,11,2
61973,144564,1,41,1
61973,144565,2,38,2
61973,144566,3,12,1
61973,144567,4,9,1
61973,144568,5,8,2
61973,144569,6,2,1
61974,144570,1,48,1
61975,144571,1,38,2
61975,144572,2,20,2
61975,144573,3,15,1
61975,144574,4,14,2
61975,144575,5,35,1
61976,144576,1,60,1
61976,144577,2,56,2
61977,144578,1,61,2
61977,144579,2,62,1
61978,144580,1,35,1
61978,144581,2,26,2
61979,144582,1,52,1
61979,144583,2,55,2
61979,144584,3,19,1
61979,144585,4,18,2
61979,144586,5,13,1
61980,144587,1,47,2
61980,144588,2,30,1
61981,144589,1,28,1
61981,144590,2,26,2
61981,144591,3,4,1
61981,144592,4,1,2
61981,144593,5,52,1
61982,144594,1,52,2
61982,144595,2,13,2
61983,144596,1,52,1
61983,144597,2,55,2
61984,144598,1,50,1
61985,144599,1,62,1
61985,144600,2,62,1
61986,144601,1,80,1
61986,144602,2,78,2
61986,144603,3,59,1
61986,144604,4,45,2
61986,144605,5,7,2
61987,144606,1,36,2
61987,144607,2,17,2
61987,144608,3,16,1
61987,144609,4,14,1
61987,144610,5,12,2
61987,144611,6,62,1
61988,144612,1,73,1
61988,144613,2,67,2
61989,144614,1,61,1
61989,144615,2,54,2
61989,144616,3,30,2
61990,144617,1,28,2
61990,144618,2,47,2
61990,144619,3,20,1
61990,144620,4,17,1
61990,144621,5,12,2
61991,144622,1,53,2
61991,144623,2,37,1
61991,144624,3,22,2
61991,144625,4,4,1
61991,144626,5,3,1
61992,144627,1,30,2
61992,144628,2,27,1
61992,144629,3,1,1
61993,144630,1,47,1
61993,144631,2,43,2
61993,144632,3,15,1
61993,144633,4,15,1
61993,144634,5,10,1
61993,144635,6,6,2
61994,144636,1,47,2
61994,144637,2,19,1
61994,144638,3,62,2
61995,144639,1,47,2
61995,144640,2,49,1
61995,144641,3,20,2
61995,144642,4,18,1
61995,144643,5,13,2
61996,144644,1,55,2
61996,144645,2,19,1
61996,144646,3,17,1
61997,144647,1,59,2
61997,144648,2,46,1
61998,144649,1,41,1
61998,144650,2,38,2
61998,144651,3,14,2
61998,144652,4,9,2
61998,144653,5,18,2
61999,144654,1,61,2
61999,144655,2,62,1
62000,144656,1,34,2
62000,144657,2,27,1
62000,144658,3,14,2
62000,144659,4,8,2
62000,144660,5,0,1
62001,144661,1,34,1
62001,144662,2,31,2
62001,144663,3,7,1
62001,144664,4,5,2
62001,144665,5,3,1
62001,144666,6,2,2
62002,144667,1,39,1
62002,144668,2,40,2
62002,144669,3,15,1
62002,144670,4,13,2
62002,144671,5,9,1
62002,144672,6,6,1
62003,144673,1,55,2
62003,144674,2,57,1
62004,144675,1,50,1
62004,144676,2,49,2
62004,144677,3,15,2
62005,144678,1,37,2
62005,144679,2,37,1
62005,144680,3,11,1
62005,144681,4,10,2
62005,144682,5,8,2
62005,144683,6,10,1
62006,144684,1,30,2
62006,144685,2,38,1
62006,144686,3,3,2
62006,144687,4,1,1
62007,144688,1,34,1
62007,144689,2,31,2
62007,144690,3,7,1
62007,144691,4,5,2
62007,144692,5,3,1
62007,144693,6,2,2
62008,144694,1,36,2
62008,144695,2,35,1
62008,144696,3,9,1
62008,144697,4,7,1
62008,144698,5,80,2
62009,144699,1,36,1
62009,144700,2,8,1
62009,144701,3,7,1
62009,144702,4,4,2
62009,144703,5,1,1
62009,144704,6,32,2
62010,144705,1,54,2
62010,144706,2,21,1
62010,144707,3,53,1
62011,144708,1,52,1
62012,144709,1,41,2
62012,144710,2,19,2
62012,144711,3,61,2
62013,144712,1,44,2
62013,144713,2,43,1
62013,144714,3,22,2
62013,144715,4,19,1
62013,144716,5,24,1
62013,144717,6,67,1
62014,144718,1,51,1
62014,144719,2,58,2
62015,144720,1,64,1
62015,144721,2,69,2
62016,144722,1,63,2
62016,144723,2,68,1
62017,144724,1,52,1
62018,144725,1,86,2
62019,144726,1,59,2
62019,144727,2,64,1
62020,144728,1,43,2
62020,144729,2,43,1
62020,144730,3,11,2
62020,144731,4,7,2
62021,144732,1,74,2
62021,144733,2,54,1
62022,144734,1,42,1
62022,144735,2,40,2
62022,144736,3,8,1
62022,144737,4,7,1
62022,144738,5,5,2
62023,144739,1,57,2
62023,144740,2,59,1
62024,144741,1,43,2
62024,144742,2,22,2
62024,144743,3,17,1
62025,144744,1,69,1
62026,144745,1,76,1
62026,144746,2,76,2
62027,144747,1,49,2
62027,144748,2,19,2
62028,144749,1,51,1
62028,144750,2,50,2
62028,144751,3,9,2
62028,144752,4,7,2
62028,144753,5,4,2
62028,144754,6,2,2
62029,144755,1,55,2
62029,144756,2,33,1
62030,144757,1,42,2
62030,144758,2,18,2
62031,144759,1,40,1
62031,144760,2,6,2
62032,144761,1,40,1
62032,144762,2,6,2
62033,144763,1,55,2
62033,144764,2,57,1
62033,144765,3,55,1
62034,144766,1,25,2
62034,144767,2,25,1
62034,144768,3,5,1
62035,144769,1,47,1
62035,144770,2,43,2
62035,144771,3,15,1
62035,144772,4,15,1
62035,144773,5,10,1
62035,144774,6,6,2
62036,144775,1,38,2
62036,144776,2,17,2
62036,144777,3,14,1
62037,144778,1,66,2
62037,144779,2,57,1
62037,144780,3,26,1
62038,144781,1,75,2
62039,144782,1,49,2
62039,144783,2,33,1
62040,144784,1,25,2
62040,144785,2,5,1
62040,144786,3,4,1
62041,144787,1,60,1
62041,144788,2,52,2
62041,144789,3,30,1
62041,144790,4,2,1
62041,144791,5,30,2
62042,144792,1,41,2
62042,144793,2,48,1
62042,144794,3,14,1
62043,144795,1,53,2
62043,144796,2,37,1
62043,144797,3,22,2
62043,144798,4,4,1
62043,144799,5,3,1
62044,144800,1,84,2
62044,144801,2,85,1
62045,144802,1,55,2
62045,144803,2,71,1
62046,144804,1,52,2
62046,144805,2,60,1
62047,144806,1,78,1
62047,144807,2,64,2
62047,144808,3,43,1
62048,144809,1,34,2
62048,144810,2,13,1
62048,144811,3,13,1
62048,144812,4,8,1
62048,144813,5,5,2
62049,144814,1,62,2
62050,144815,1,59,2
62050,144816,2,65,1
62051,144817,1,66,1
62052,144818,1,43,2
62052,144819,2,38,1
62052,144820,3,18,2
62052,144821,4,14,2
62052,144822,5,8,2
62053,144823,1,57,2
62053,144824,2,24,2
62054,144825,1,58,1
62054,144826,2,58,2
62054,144827,3,24,2
62054,144828,4,5,2
62055,144829,1,59,2
62055,144830,2,60,1
62056,144831,1,70,1
62057,144832,1,34,2
62057,144833,2,34,1
62057,144834,3,16,2
62057,144835,4,15,2
62057,144836,5,9,2
62057,144837,6,5,2
62058,144838,1,35,2
62058,144839,2,39,1
62058,144840,3,17,2
62058,144841,4,13,1
62058,144842,5,10,2
62059,144843,1,47,1
62059,144844,2,43,2
62059,144845,3,15,1
62059,144846,4,15,1
62059,144847,5,10,1
62059,144848,6,6,2
62060,144849,1,49,1
62060,144850,2,46,2
62061,144851,1,74,1
62061,144852,2,70,2
62062,144853,1,79,2
62062,144854,2,37,2
62062,144855,3,7,1
62062,144856,4,6,1
62063,144857,1,69,1
62064,144858,1,59,1
62065,144859,1,30,1
62065,144860,2,29,2
62066,144861,1,28,1
62066,144862,2,38,2
62066,144863,3,17,2
62066,144864,4,8,1
62067,144865,1,71,2
62068,144866,1,49,2
62068,144867,2,42,1
62068,144868,3,4,2
62068,144869,4,0,1
62069,144870,1,81,2
62070,144871,1,53,2
62070,144872,2,66,1
62070,144873,3,28,1
62070,144874,4,7,2
62070,144875,5,5,2
62070,144876,6,24,2
62071,144877,1,87,1
62072,144878,1,41,2
62072,144879,2,47,1
62072,144880,3,15,2
62072,144881,4,13,1
62072,144882,5,19,1
62072,144883,6,16,2
62073,144884,1,79,1
62073,144885,2,79,2
62074,144886,1,60,2
62074,144887,2,62,1
62075,144888,1,42,2
62075,144889,2,50,1
62076,144890,1,52,2
62076,144891,2,48,1
62076,144892,3,14,2
62076,144893,4,20,2
62076,144894,5,17,2
62077,144895,1,65,1
62077,144896,2,61,2
62078,144897,1,66,2
62079,144898,1,64,1
62080,144899,1,58,2
62080,144900,2,26,2
62080,144901,3,4,2
62081,144902,1,41,2
62081,144903,2,47,1
62081,144904,3,15,2
62081,144905,4,13,1
62081,144906,5,19,1
62081,144907,6,16,2
62082,144908,1,76,2
62082,144909,2,81,1
62083,144910,1,41,1
62083,144911,2,38,2
62083,144912,3,14,2
62083,144913,4,9,2
62083,144914,5,18,2
62084,144915,1,35,1
62084,144916,2,35,2
62084,144917,3,8,1
62084,144918,4,6,1
62084,144919,5,3,2
62085,144920,1,50,1
62085,144921,2,48,2
62085,144922,3,18,2
62085,144923,4,28,2
62085,144924,5,34,1
62086,144925,1,38,2
62086,144926,2,28,1
62086,144927,3,10,2
62086,144928,4,3,1
62087,144929,1,47,1
62087,144930,2,43,2
62087,144931,3,15,1
62087,144932,4,15,1
62087,144933,5,10,1
62087,144934,6,6,2
62088,144935,1,56,2
62089,144936,1,63,1
62089,144937,2,31,1
62090,144938,1,56,2
62090,144939,2,35,1
62091,144940,1,41,1
62091,144941,2,38,2
62091,144942,3,18,2
62091,144943,4,13,2
62091,144944,5,8,2
62092,144945,1,57,2
62092,144946,2,59,1
62093,144947,1,45,1
62093,144948,2,9,2
62094,144949,1,64,1
62094,144950,2,56,2
62095,144951,1,32,2
62095,144952,2,10,2
62095,144953,3,2,2
62095,144954,4,1,1
62095,144955,5,25,1
62096,144956,1,55,2
62096,144957,2,56,1
62097,144958,1,67,2
62097,144959,2,70,1
62098,144960,1,70,1
62098,144961,2,68,2
62099,144962,1,60,1
62099,144963,2,58,2
62100,144964,1,94,1
62100,144965,2,88,2
62101,144966,1,50,1
62101,144967,2,16,1
62102,144968,1,36,2
62102,144969,2,38,1
62102,144970,3,15,1
62102,144971,4,13,1
62102,144972,5,10,2
62102,144973,6,7,1
62103,144974,1,53,2
62103,144975,2,66,1
62103,144976,3,28,1
62103,144977,4,7,2
62103,144978,5,5,2
62103,144979,6,24,2
62104,144980,1,62,2
62104,144981,2,55,1
62105,144982,1,31,2
62105,144983,2,33,1
62106,144984,1,64,2
62106,144985,2,41,1
62106,144986,3,30,2
62107,144987,1,65,1
62107,144988,2,66,2
62108,144989,1,81,2
62109,144990,1,53,2
62109,144991,2,64,1
62110,144992,1,49,2
62110,144993,2,23,1
62110,144994,3,15,2
62111,144995,1,64,1
62111,144996,2,64,2
62111,144997,3,45,1
62112,144998,1,26,2
62112,144999,2,33,1
62113,145000,1,66,2
62114,145001,1,93,2
62115,145002,1,48,2
62115,145003,2,50,1
62115,145004,3,27,1
62116,145005,1,58,2
62116,145006,2,61,1
62117,145007,1,39,1
62117,145008,2,40,2
62117,145009,3,19,2
62117,145010,4,18,1
62117,145011,5,15,2
62117,145012,6,13,2
62118,145013,1,65,2
62118,145014,2,35,2
62119,145015,1,68,2
62119,145016,2,86,1
62120,145017,1,63,1
62120,145018,2,62,2
62121,145019,1,82,1
62121,145020,2,72,2
62122,145021,1,76,1
62122,145022,2,68,2
62123,145023,1,57,2
62123,145024,2,62,1
62123,145025,3,34,2
62123,145026,4,23,1
62123,145027,5,4,1
62123,145028,6,30,1
62124,145029,1,63,2
62124,145030,2,64,1
62125,145031,1,50,2
62125,145032,2,85,2
62126,145033,1,63,2
62126,145034,2,63,1
62127,145035,1,47,1
62127,145036,2,58,2
62128,145037,1,69,1
62128,145038,2,68,2
62129,145039,1,63,1
62129,145040,2,81,2
62130,145041,1,53,1
62130,145042,2,30,1
62131,145043,1,90,1
62131,145044,2,55,1
62132,145045,1,54,1
62132,145046,2,47,2
62133,145047,1,67,2
62133,145048,2,75,1
62134,145049,1,57,2
62134,145050,2,57,1
62135,145051,1,53,1
62135,145052,2,47,2
62135,145053,3,22,1
62136,145054,1,80,2
62136,145055,2,70,1
62137,145056,1,78,2
62138,145057,1,54,1
62138,145058,2,59,2
62139,145059,1,77,2
62139,145060,2,54,2
62140,145061,1,65,1
62140,145062,2,46,2
62141,145063,1,60,2
62141,145064,2,61,1
62142,145065,1,70,2
62142,145066,2,70,1
62143,145067,1,94,2
62144,145068,1,73,2
62145,145069,1,54,1
62145,145070,2,57,2
62146,145071,1,58,2
62146,145072,2,36,1
62146,145073,3,62,2
62147,145074,1,76,2
62148,145075,1,23,1
62148,145076,2,23,2
62149,145077,1,72,1
62149,145078,2,67,2
62150,145079,1,59,1
62150,145080,2,54,2
62151,145081,1,59,1
62152,145082,1,46,1
62152,145083,2,50,2
62153,145084,1,47,1
62153,145085,2,43,2
62153,145086,3,15,1
62153,145087,4,15,1
62153,145088,5,10,1
62153,145089,6,6,2
62154,145090,1,63,1
62155,145091,1,69,1
62155,145092,2,68,2
62156,145093,1,53,1
62156,145094,2,51,2
62157,145095,1,78,2
62158,145096,1,70,1
62158,145097,2,69,2
62159,145098,1,56,2
62160,145099,1,72,1
62161,145100,1,68,1
62161,145101,2,56,2
62162,145102,1,68,1
62163,145103,1,61,1
62163,145104,2,42,1
62164,145105,1,47,2
62164,145106,2,19,1
62164,145107,3,62,2
62165,145108,1,74,2
62165,145109,2,58,1
62166,145110,1,57,1
62166,145111,2,57,2
62167,145112,1,45,1
62167,145113,2,19,2
62168,145114,1,57,1
62168,145115,2,55,2
62169,145116,1,31,1
62169,145117,2,59,2
62170,145118,1,52,1
62171,145119,1,70,1
62171,145120,2,68,2
62172,145121,1,63,2
62172,145122,2,35,1
62173,145123,1,37,1
62174,145124,1,76,1
62174,145125,2,70,2
62174,145126,3,30,1
62175,145127,1,64,2
62175,145128,2,69,1
62176,145129,1,64,2
62176,145130,2,66,1
62177,145131,1,55,2
62177,145132,2,56,1
62178,145133,1,67,2
62178,145134,2,71,1
62179,145135,1,49,2
62179,145136,2,13,1
62180,145137,1,50,1
62180,145138,2,50,2
62180,145139,3,27,1
62180,145140,4,22,1
62180,145141,5,19,2
62180,145142,6,10,1
62181,145143,1,72,1
62181,145144,2,71,2
62182,145145,1,61,2
62182,145146,2,62,1
62183,145147,1,44,2
62183,145148,2,43,1
62183,145149,3,22,2
62183,145150,4,19,1
62183,145151,5,24,1
62183,145152,6,67,1
62184,145153,1,51,2
62184,145154,2,28,1
62185,145155,1,64,1
62185,145156,2,63,2
62186,145157,1,63,1
62187,145158,1,48,2
62188,145159,1,66,1
62188,145160,2,66,2
62189,145161,1,53,2
62189,145162,2,30,1
62190,145163,1,54,1
62190,145164,2,17,1
62191,145165,1,62,2
62192,145166,1,62,2
62193,145167,1,61,2
62193,145168,2,60,1
62194,145169,1,54,2
62194,145170,2,21,1
62194,145171,3,53,1
62195,145172,1,48,1
62195,145173,2,45,2
62195,145174,3,20,1
62196,145175,1,52,1
62196,145176,2,50,2
62197,145177,1,51,2
62197,145178,2,61,1
62198,145179,1,83,1
62198,145180,2,50,2
62199,145181,1,71,2
62199,145182,2,50,1
62200,145183,1,66,1
62200,145184,2,70,2
62201,145185,1,72,1
62201,145186,2,71,2
62202,145187,1,56,1
62202,145188,2,63,2
62203,145189,1,39,1
62203,145190,2,15,1
62204,145191,1,43,2
62204,145192,2,45,1
62204,145193,3,20,1
62204,145194,4,18,1
62204,145195,5,14,1
62204,145196,6,11,2
62205,145197,1,74,1
62205,145198,2,93,2
62206,145199,1,77,2
62207,145200,1,63,2
62207,145201,2,46,2
62208,145202,1,51,1
62208,145203,2,51,2
62209,145204,1,47,2
62209,145205,2,57,1
62209,145206,3,18,1
62209,145207,4,17,1
62209,145208,5,13,1
62209,145209,6,13,2
62210,145210,1,30,1
62210,145211,2,25,2
62211,145212,1,23,1
62211,145213,2,23,2
62212,145214,1,79,2
62213,145215,1,55,1
62214,145216,1,63,1
62214,145217,2,58,2
62215,145218,1,80,1
62215,145219,2,63,2
62216,145220,1,56,2
62216,145221,2,27,1
62217,145222,1,66,1
62217,145223,2,56,2
62218,145224,1,50,1
62218,145225,2,16,1
62219,145226,1,29,2
62219,145227,2,40,1
62220,145228,1,61,2
62220,145229,2,60,1
62221,145230,1,58,2
62221,145231,2,34,1
62221,145232,3,23,1
62222,145233,1,73,2
62222,145234,2,49,2
62223,145235,1,39,2
62223,145236,2,13,2
62223,145237,3,13,1
62223,145238,4,5,1
62223,145239,5,68,1
62223,145240,6,58,2
62224,145241,1,66,1
62224,145242,2,65,2
62225,145243,1,70,1
62225,145244,2,68,2
62226,145245,1,23,2
62226,145246,2,26,1
62227,145247,1,74,1
62227,145248,2,73,2
62228,145249,1,56,2
62228,145250,2,59,1
62228,145251,3,21,1
62229,145252,1,61,2
62229,145253,2,60,1
62230,145254,1,62,1
62231,145255,1,51,2
62231,145256,2,72,1
62232,145257,1,64,2
62233,145258,1,58,1
62233,145259,2,59,2
62234,145260,1,66,2
62234,145261,2,70,1
62235,145262,1,59,1
62235,145263,2,53,2
62236,145264,1,73,1
62236,145265,2,72,2
62237,145266,1,43,2
62237,145267,2,51,1
62238,145268,1,82,1
62239,145269,1,72,2
62240,145270,1,73,1
62240,145271,2,72,2
62241,145272,1,62,2
62242,145273,1,54,1
62242,145274,2,17,1
62243,145275,1,65,1
62243,145276,2,58,2
62243,145277,3,24,1
62244,145278,1,79,1
62244,145279,2,75,2
62245,145280,1,47,2
62245,145281,2,80,1
62246,145282,1,55,2
62246,145283,2,56,1
62247,145284,1,37,2
62247,145285,2,37,1
62247,145286,3,11,1
62247,145287,4,10,2
62247,145288,5,8,2
62247,145289,6,10,1
62248,145290,1,55,2
62248,145291,2,12,1
62249,145292,1,46,2
62250,145293,1,45,2
62251,145294,1,54,1
62252,145295,1,46,1
62252,145296,2,35,2
62253,145297,1,78,1
62254,145298,1,24,1
62255,145299,1,63,2
62255,145300,2,68,1
62256,145301,1,63,2
62256,145302,2,35,1
62257,145303,1,24,2
62257,145304,2,23,1
62258,145305,1,72,2
62258,145306,2,75,1
62259,145307,1,28,2
62259,145308,2,13,2
62259,145309,3,12,2
62259,145310,4,10,1
62259,145311,5,7,1
62259,145312,6,35,1
62260,145313,1,50,2
62260,145314,2,20,1
62261,145315,1,66,2
62261,145316,2,71,1
62261,145317,3,43,1
62262,145318,1,66,1
62263,145319,1,65,2
62263,145320,2,59,1
62264,145321,1,55,2
62264,145322,2,23,1
62265,145323,1,66,2
62265,145324,2,64,1
62266,145325,1,63,1
62266,145326,2,61,2
62267,145327,1,46,1
62267,145328,2,65,2
62268,145329,1,46,2
62268,145330,2,48,1
62269,145331,1,47,2
62269,145332,2,46,1
62269,145333,3,18,1
62270,145334,1,89,1
62271,145335,1,60,1
62272,145336,1,49,1
62272,145337,2,20,1
62272,145338,3,52,2
62273,145339,1,55,1
